Customer;State;Customer Lifetime Value;Response;Coverage;Education;Effective To Date;EmploymentStatus;Gender;Income;Location Code;Marital Status;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Policy Type;Policy;Renew Offer Type;Sales Channel;Total Claim Amount;Vehicle Class;Vehicle Size;timestamp;usuario;bot
WX31658;Arizona;7218015592;No;Basic;Doctor;2011-10-01 00:00:00;Employed;F;32312;Urban;Married;61;29;31;3;2;Personal Auto;Personal L2;Offer3;Call Center;276590788;Two-Door Car;Medsize;;;
RQ79244;California;3362551989;No;Extended;College;1/29/11;Unemployed;F;0;Suburban;Single;97;28;29;0;1;Personal Auto;Personal L1;Offer1;Branch;698,4;Four-Door Car;Medsize;;;
UL90124;Oregon;5038979968;No;Extended;High School or Below;2/21/11;Employed;F;72919;Suburban;Married;130;20;22;5;1;Personal Auto;Personal L3;Offer4;Agent;936;SUV;Small;;;
PN12718;California;8681046339;No;Extended;Bachelor;2011-03-02 00:00:00;Unemployed;M;0;Suburban;Married;86;6;57;2;2;Personal Auto;Personal L1;Offer2;Branch;541217743;Two-Door Car;Large;;;
CN63432;Arizona;1319792893;Yes;Basic;College;1/27/11;Unemployed;F;0;Suburban;Single;68;19;2;3;2;Personal Auto;Personal L3;Offer1;Agent;326,4;Four-Door Car;Large;;;
WA24038;Oregon;4595457544;No;Basic;Bachelor;2/19/11;Employed;M;76357;Rural;Married;117;18;96;1;1;Personal Auto;Personal L3;Offer1;Call Center;4074222;SUV;Medsize;;;
TR40401;Oregon;5073282126;Yes;Extended;Doctor;1/30/11;Employed;M;57709;Suburban;Married;125;10;26;0;1;Personal Auto;Personal L2;Offer2;Branch;600;SUV;Medsize;;;
UQ73252;Arizona;463654647;Yes;Basic;College;2011-01-01 00:00:00;Retired;M;26802;Suburban;Married;66;7;43;1;5;Personal Auto;Personal L3;Offer2;Agent;316,8;Two-Door Car;Medsize;;;
LK91880;California;8376332294;No;Basic;College;2011-01-01 00:00:00;Employed;F;26448;Rural;Married;105;7;42;0;3;Personal Auto;Personal L3;Offer3;Agent;75330276;Sports Car;Medsize;;;
UA50747;Washington;2599774996;No;Basic;High School or Below;2/20/11;Employed;F;62262;Urban;Married;72;17;2;0;2;Corporate Auto;Corporate L3;Offer4;Branch;193505325;Four-Door Car;Small;;;
RV22056;Oregon;4971353586;No;Extended;Bachelor;2/21/11;Employed;F;98784;Rural;Married;124;7;36;1;1;Personal Auto;Personal L3;Offer2;Web;155412984;Sports Car;Medsize;;;
FW92569;Arizona;132709446;No;Basic;College;1/24/11;Employed;M;28727;Urban;Married;113;7;42;0;2;Corporate Auto;Corporate L1;Offer4;Branch;350877502;SUV;Medsize;;;
AS26192;Oregon;5519078475;No;Basic;High School or Below;1/15/11;Employed;M;50406;Rural;Divorced;70;20;23;0;9;Corporate Auto;Corporate L3;Offer1;Call Center;132208612;Four-Door Car;Medsize;;;
PX72779;Arizona;7942174213;No;Basic;Master;1/20/11;Employed;M;41832;Suburban;Married;66;19;15;0;2;Personal Auto;Personal L3;Offer1;Call Center;402749918;Four-Door Car;Small;;;
PZ47901;Arizona;5504139033;Yes;Basic;Bachelor;2011-08-02 00:00:00;Unemployed;F;0;Suburban;Married;73;18;45;0;5;Corporate Auto;Corporate L3;Offer1;Call Center;350,4;Four-Door Car;Medsize;;;
LE41874;Nevada;514011289;No;Extended;High School or Below;2011-08-01 00:00:00;Unemployed;F;0;Suburban;Married;138;22;18;0;1;Corporate Auto;Corporate L3;Offer1;Agent;900617364;SUV;Small;;;
WT10649;Oregon;6583205691;No;Extended;Bachelor;2011-09-01 00:00:00;Unemployed;M;0;Suburban;Single;97;22;5;0;3;Personal Auto;Personal L2;Offer1;Branch;465,6;Four-Door Car;Medsize;;;
SP80065;California;7899217251;No;Extended;High School or Below;2011-12-02 00:00:00;Employed;F;40032;Suburban;Married;99;18;35;0;8;Special Auto;Special L3;Offer2;Agent;475,2;Four-Door Car;Medsize;;;
WW37525;California;7659499583;No;Extended;High School or Below;2/20/11;Employed;M;95701;Rural;Divorced;98;24;8;3;3;Personal Auto;Personal L3;Offer1;Branch;99697769;Four-Door Car;Small;;;
MF15503;Nevada;7055962564;No;Premium;Bachelor;2/19/11;Unemployed;M;0;Suburban;Single;108;25;82;1;4;Special Auto;Special L2;Offer2;Branch;777,6;Two-Door Car;Medsize;;;
GJ52970;California;7238504049;No;Basic;High School or Below;2011-03-01 00:00:00;Unemployed;M;0;Suburban;Married;66;31;54;1;2;Personal Auto;Personal L3;Offer3;Call Center;393645615;Four-Door Car;Medsize;;;
GX84338;Washington;3824431298;No;Extended;Doctor;2011-01-02 00:00:00;Employed;F;62530;Rural;Married;95;35;28;0;1;Personal Auto;Personal L3;Offer4;Agent;61693771;Four-Door Car;Medsize;;;
QL54532;California;3870356928;No;Basic;Master;1/17/11;Unemployed;M;0;Suburban;Single;106;8;65;0;1;Personal Auto;Personal L2;Offer1;Web;508,8;SUV;Medsize;;;
WY43888;Washington;1652538067;No;Basic;High School or Below;1/17/11;Employed;M;24414;Suburban;Married;104;34;80;0;2;Personal Auto;Personal L1;Offer2;Call Center;499,2;SUV;Medsize;;;
TN51356;Oregon;2450880954;No;Basic;Bachelor;2/21/11;Employed;M;82695;Urban;Divorced;62;10;39;0;1;Personal Auto;Personal L2;Offer3;Web;217945243;Four-Door Car;Medsize;;;
QJ21876;California;566669628;No;Premium;College;2/26/11;Employed;F;48156;Suburban;Divorced;143;9;20;0;1;Personal Auto;Personal L3;Offer1;Web;686,4;SUV;Medsize;;;
MM49431;Washington;7298583562;No;Basic;Bachelor;2011-08-01 00:00:00;Employed;M;74069;Urban;Divorced;63;33;81;2;2;Personal Auto;Personal L3;Offer1;Agent;275516438;Two-Door Car;Medsize;;;
DY38083;California;8838085637;Yes;Basic;Bachelor;1/21/11;Employed;M;82664;Rural;Married;114;24;10;3;9;Personal Auto;Personal L3;Offer2;Agent;133425609;SUV;Medsize;;;
KZ95954;Arizona;5375657146;No;Extended;High School or Below;2011-02-02 00:00:00;Unemployed;M;0;Suburban;Single;80;13;57;1;4;Personal Auto;Personal L2;Offer3;Branch;749134686;Four-Door Car;Medsize;;;
DC70690;Arizona;559800838;No;Basic;College;1/13/11;Employed;F;51737;Suburban;Single;71;13;55;0;6;Personal Auto;Personal L1;Offer1;Web;430163277;Four-Door Car;Medsize;;;
QI31659;California;1695308411;No;Basic;Bachelor;2/26/11;Employed;F;76797;Urban;Single;71;22;2;0;2;Personal Auto;Personal L3;Offer2;Call Center;234771653;Four-Door Car;Medsize;;;
JU72142;Oregon;1400275508;No;Basic;Bachelor;2/14/11;Employed;M;61225;Urban;Married;117;3;0;0;2;Personal Auto;Personal L3;Offer2;Call Center;442374873;SUV;Small;;;
QS26062;California;2807049427;No;Basic;High School or Below;1/21/11;Employed;M;80915;Urban;Married;70;17;66;0;1;Corporate Auto;Corporate L2;Offer2;Branch;187854818;Four-Door Car;Medsize;;;
LF61343;California;1052901236;No;Premium;High School or Below;2011-09-02 00:00:00;Disabled;M;12688;Suburban;Married;140;5;96;0;3;Personal Auto;Personal L1;Offer1;Call Center;672;SUV;Medsize;;;
YK23193;Nevada;605707208;Yes;Extended;Bachelor;2/14/11;Retired;M;27681;Suburban;Married;83;13;62;0;9;Personal Auto;Personal L3;Offer2;Agent;398,4;Two-Door Car;Medsize;;;
ID40186;Oregon;1290494336;No;Premium;Bachelor;2/27/11;Employed;F;27778;Suburban;Divorced;109;30;14;0;2;Personal Auto;Personal L3;Offer1;Agent;523,2;Four-Door Car;Large;;;
AS17174;Oregon;2471528431;Yes;Basic;High School or Below;1/15/11;Employed;M;95697;Rural;Married;61;16;55;0;1;Personal Auto;Personal L2;Offer2;Agent;114273025;Two-Door Car;Medsize;;;
IQ95180;Oregon;5651396772;No;Basic;Bachelor;1/19/11;Employed;M;44634;Suburban;Married;71;16;99;1;9;Personal Auto;Personal L3;Offer1;Branch;396035334;Four-Door Car;Small;;;
RS59102;California;1288578676;No;Basic;College;2011-12-02 00:00:00;Employed;M;37050;Suburban;Married;110;4;75;1;2;Personal Auto;Personal L3;Offer1;Agent;528;Sports Car;Medsize;;;
OI83286;Oregon;5551394979;No;Basic;College;1/31/11;Employed;F;56872;Urban;Married;69;20;99;0;9;Personal Auto;Personal L1;Offer1;Agent;192879457;Two-Door Car;Medsize;;;
XH93021;Nevada;5439342442;No;Extended;High School or Below;1/13/11;Unemployed;M;0;Suburban;Single;82;12;40;0;6;Personal Auto;Personal L3;Offer1;Branch;590,4;Four-Door Car;Small;;;
QJ22057;Nevada;4454104455;No;Basic;College;2/22/11;Unemployed;F;0;Suburban;Single;68;5;72;1;3;Personal Auto;Personal L3;Offer1;Branch;326,4;Four-Door Car;Large;;;
NR49426;Nevada;5195824739;No;Basic;College;1/29/11;Employed;M;69488;Suburban;Divorced;68;13;25;3;3;Personal Auto;Personal L2;Offer1;Branch;326,4;Four-Door Car;Medsize;;;
BM39234;Oregon;4551060479;No;Basic;High School or Below;2/13/11;Unemployed;M;0;Suburban;Single;62;25;98;0;3;Personal Auto;Personal L1;Offer1;Call Center;446,4;Two-Door Car;Medsize;;;
MJ95558;California;1657009009;No;Extended;Bachelor;2011-12-01 00:00:00;Employed;M;23589;Suburban;Married;211;30;13;0;6;Special Auto;Special L2;Offer2;Agent;1012,8;Luxury SUV;Small;;;
WC21120;California;8002308333;Yes;Basic;College;2011-11-01 00:00:00;Unemployed;F;0;Suburban;Married;107;3;65;0;3;Personal Auto;Personal L1;Offer1;Agent;513,6;SUV;Medsize;;;
EU81458;Oregon;2743553584;No;Basic;Doctor;2011-12-02 00:00:00;Employed;F;95782;Urban;Married;68;6;22;1;1;Personal Auto;Personal L3;Offer3;Call Center;247847239;Four-Door Car;Medsize;;;
JO32686;Arizona;8139001346;No;Basic;Bachelor;2/14/11;Medical Leave;F;24992;Suburban;Married;106;24;8;0;3;Personal Auto;Personal L3;Offer1;Agent;508,8;SUV;Small;;;
YY27420;Arizona;1050769496;No;Extended;Bachelor;2011-01-02 00:00:00;Medical Leave;M;20043;Suburban;Married;92;13;9;0;2;Personal Auto;Personal L1;Offer3;Agent;516088544;Four-Door Car;Medsize;;;
SX22647;California;7218085486;No;Basic;College;1/30/11;Unemployed;M;0;Suburban;Single;104;29;4;0;3;Personal Auto;Personal L3;Offer3;Call Center;748,8;SUV;Small;;;
HT31871;Arizona;4861369008;No;Basic;High School or Below;1/14/11;Employed;M;36305;Suburban;Married;61;19;61;0;9;Personal Auto;Personal L1;Offer4;Branch;292,8;Four-Door Car;Small;;;
ZB81881;California;578649398;No;Basic;Bachelor;1/28/11;Employed;M;44784;Suburban;Married;73;32;35;0;4;Personal Auto;Personal L2;Offer1;Branch;395386573;Two-Door Car;Medsize;;;
XY91562;Oregon;7707806541;No;Premium;College;2/24/11;Unemployed;F;0;Suburban;Single;113;0;11;0;3;Personal Auto;Personal L3;Offer1;Agent;542,4;Four-Door Car;Medsize;;;
CQ72935;Arizona;4974801539;Yes;Basic;Bachelor;1/18/11;Employed;M;75644;Suburban;Divorced;65;5;68;3;9;Personal Auto;Personal L3;Offer2;Branch;467803638;Two-Door Car;Medsize;;;
XR36002;California;1062680746;No;Extended;High School or Below;2011-04-01 00:00:00;Medical Leave;F;27339;Rural;Divorced;97;0;37;2;2;Personal Auto;Personal L3;Offer1;Branch;44730323;Two-Door Car;Medsize;;;
RW70500;Oregon;7996604028;No;Basic;Master;1/17/11;Employed;F;43657;Suburban;Married;66;21;74;0;2;Personal Auto;Personal L1;Offer1;Agent;316,8;Two-Door Car;Large;;;
VK53354;Washington;2794589465;No;Extended;Bachelor;2011-08-02 00:00:00;Unemployed;M;0;Suburban;Single;95;32;69;0;2;Special Auto;Special L3;Offer2;Call Center;684;Two-Door Car;Medsize;;;
OI77877;Oregon;7498290823;No;Extended;High School or Below;2011-09-01 00:00:00;Employed;M;31134;Suburban;Married;96;24;16;0;6;Personal Auto;Personal L2;Offer3;Call Center;6665271;Four-Door Car;Medsize;;;
EH13261;California;2637148672;No;Basic;Master;1/26/11;Employed;M;50512;Suburban;Single;67;19;16;0;1;Personal Auto;Personal L1;Offer3;Branch;351403677;Four-Door Car;Large;;;
GW14698;Arizona;4882493829;No;Basic;College;2/28/11;Employed;F;80604;Urban;Married;61;22;86;0;3;Corporate Auto;Corporate L3;Offer4;Web;255982609;Four-Door Car;Medsize;;;
PO56357;California;5363528173;No;Basic;High School or Below;2011-01-01 00:00:00;Employed;F;64604;Urban;Married;67;18;71;1;8;Personal Auto;Personal L3;Offer1;Web;272445607;Four-Door Car;Medsize;;;
IC47914;California;3548397966;No;Premium;College;2011-11-02 00:00:00;Unemployed;M;0;Suburban;Single;103;17;18;0;1;Corporate Auto;Corporate L2;Offer2;Web;741,6;Four-Door Car;Small;;;
IK12576;Oregon;423356878;No;Premium;Bachelor;2/13/11;Employed;F;95647;Suburban;Single;106;11;30;0;1;Personal Auto;Personal L2;Offer1;Agent;508,8;Two-Door Car;Medsize;;;
NC68853;Oregon;1129398192;No;Basic;High School or Below;1/15/11;Unemployed;M;0;Suburban;Married;104;19;32;0;2;Personal Auto;Personal L3;Offer1;Call Center;499,2;SUV;Medsize;;;
TG40558;Oregon;7258992716;No;Basic;High School or Below;2011-10-01 00:00:00;Employed;M;60969;Rural;Married;61;9;5;0;2;Corporate Auto;Corporate L3;Offer2;Web;146119178;Four-Door Car;Medsize;;;
NB40107;Arizona;2695455483;No;Extended;High School or Below;1/23/11;Unemployed;M;0;Suburban;Single;76;33;84;0;1;Corporate Auto;Corporate L1;Offer1;Web;547,2;Four-Door Car;Small;;;
XD86462;Oregon;606319979;No;Extended;College;2011-04-02 00:00:00;Employed;M;20676;Suburban;Single;79;28;27;0;7;Personal Auto;Personal L3;Offer3;Agent;379,2;Four-Door Car;Medsize;;;
HA45220;California;5258251562;No;Basic;High School or Below;2/26/11;Employed;F;37874;Rural;Married;65;30;65;0;8;Corporate Auto;Corporate L3;Offer1;Branch;41016038;Four-Door Car;Large;;;
OT24208;California;1239047778;No;Basic;Bachelor;2011-05-01 00:00:00;Medical Leave;M;14382;Suburban;Married;66;8;48;0;2;Personal Auto;Personal L3;Offer3;Agent;316,8;Four-Door Car;Medsize;;;
LM93586;Arizona;3677784051;No;Extended;High School or Below;1/16/11;Employed;M;32314;Suburban;Married;92;7;80;0;1;Personal Auto;Personal L1;Offer2;Agent;662,4;Four-Door Car;Medsize;;;
CA70404;California;6104849081;No;Extended;High School or Below;2011-04-02 00:00:00;Employed;M;62455;Urban;Married;77;27;85;1;5;Personal Auto;Personal L2;Offer2;Branch;338144854;Two-Door Car;Small;;;
UY94269;Oregon;2991423685;No;Basic;Master;1/15/11;Employed;F;35605;Suburban;Married;74;0;95;0;1;Personal Auto;Personal L3;Offer3;Agent;355,2;Two-Door Car;Medsize;;;
FM59265;Washington;8034520139;No;Basic;Bachelor;2011-03-01 00:00:00;Unemployed;F;0;Suburban;Married;103;16;50;0;7;Personal Auto;Personal L3;Offer2;Agent;741,6;SUV;Medsize;;;
TZ51184;Arizona;9778984109;No;Extended;College;2011-10-01 00:00:00;Unemployed;M;0;Suburban;Single;137;7;15;0;3;Corporate Auto;Corporate L3;Offer1;Agent;986,4;SUV;Medsize;;;
BZ85280;Oregon;7284262288;No;Basic;College;2/23/11;Medical Leave;M;10334;Urban;Married;64;5;80;0;2;Personal Auto;Personal L1;Offer3;Agent;296962938;Four-Door Car;Medsize;;;
BL93527;Arizona;272803759;No;Basic;High School or Below;2/27/11;Employed;M;44025;Suburban;Single;69;0;75;0;1;Personal Auto;Personal L3;Offer1;Branch;331,2;Two-Door Car;Medsize;;;
FL77069;California;7519029686;No;Basic;Bachelor;1/27/11;Employed;F;32397;Rural;Married;190;14;95;0;1;Corporate Auto;Corporate L1;Offer1;Agent;334626758;Luxury SUV;Small;;;
HX31231;Arizona;8183592208;No;Premium;Bachelor;2011-01-02 00:00:00;Medical Leave;F;24345;Suburban;Married;106;15;21;0;3;Corporate Auto;Corporate L3;Offer2;Call Center;637695945;Four-Door Car;Medsize;;;
OO11998;Oregon;4583748377;No;Basic;Master;1/19/11;Employed;M;94804;Suburban;Married;115;13;79;4;1;Personal Auto;Personal L2;Offer1;Branch;764592151;SUV;Medsize;;;
CW12066;Oregon;1163889947;Yes;Basic;College;1/26/11;Medical Leave;F;25370;Suburban;Married;102;10;77;0;2;Corporate Auto;Corporate L1;Offer1;Branch;489,6;Sports Car;Large;;;
GD17919;Arizona;1445586021;No;Extended;College;2/21/11;Unemployed;F;0;Suburban;Single;78;2;63;0;2;Special Auto;Special L2;Offer1;Call Center;561,6;Four-Door Car;Medsize;;;
HA40978;California;8478278069;No;Premium;College;2011-12-01 00:00:00;Employed;M;53234;Suburban;Single;109;27;37;0;7;Personal Auto;Personal L1;Offer1;Call Center;1212988796;Four-Door Car;Small;;;
DO80363;Arizona;3923265453;No;Premium;High School or Below;2/27/11;Unemployed;M;0;Suburban;Single;108;2;38;0;1;Personal Auto;Personal L2;Offer3;Branch;912581597;Four-Door Car;Small;;;
UH79890;Oregon;5201707743;No;Basic;High School or Below;1/30/11;Unemployed;M;0;Suburban;Married;70;2;49;0;9;Personal Auto;Personal L3;Offer2;Agent;336;Four-Door Car;Large;;;
HA82735;Arizona;3857947176;No;Extended;Bachelor;2011-01-01 00:00:00;Unemployed;F;0;Suburban;Single;121;12;67;2;1;Personal Auto;Personal L2;Offer1;Web;1032204305;SUV;Medsize;;;
DQ71306;Oregon;3649658983;No;Extended;High School or Below;2011-02-02 00:00:00;Medical Leave;M;19013;Suburban;Married;95;1;58;0;1;Corporate Auto;Corporate L1;Offer3;Call Center;456;Four-Door Car;Medsize;;;
GN64199;Oregon;2652289648;No;Basic;Doctor;2011-02-02 00:00:00;Unemployed;F;0;Suburban;Single;73;2;35;0;1;Personal Auto;Personal L2;Offer1;Branch;490690995;Four-Door Car;Medsize;;;
OU78642;Arizona;758356435;No;Basic;Master;2/27/11;Employed;F;81568;Urban;Married;186;0;73;0;1;Personal Auto;Personal L3;Offer2;Web;737442295;Luxury SUV;Medsize;;;
PR59105;Oregon;8535108303;No;Basic;High School or Below;2/18/11;Employed;F;53223;Urban;Divorced;72;9;0;0;2;Personal Auto;Personal L3;Offer1;Agent;299788806;Four-Door Car;Large;;;
TM94572;Arizona;4152652599;No;Extended;Bachelor;2011-06-01 00:00:00;Unemployed;M;0;Suburban;Single;123;33;13;0;1;Personal Auto;Personal L2;Offer1;Agent;885,6;SUV;Medsize;;;
AP63665;Oregon;7166343469;No;Extended;Bachelor;2011-12-01 00:00:00;Employed;F;59253;Rural;Divorced;89;17;70;0;3;Personal Auto;Personal L1;Offer2;Agent;67801384;Four-Door Car;Medsize;;;
AZ64856;California;5048051359;No;Extended;High School or Below;2/17/11;Employed;F;34452;Suburban;Married;126;2;51;0;1;Personal Auto;Personal L1;Offer4;Agent;604,8;SUV;Large;;;
IC12985;Arizona;4579605586;No;Premium;Bachelor;1/13/11;Employed;M;40160;Suburban;Married;118;7;48;1;1;Personal Auto;Personal L2;Offer2;Call Center;566,4;Four-Door Car;Small;;;
KH81863;Oregon;4605036646;Yes;Basic;College;1/28/11;Medical Leave;F;22571;Suburban;Single;63;29;51;0;9;Corporate Auto;Corporate L3;Offer2;Web;302,4;Four-Door Car;Large;;;
EE49066;Oregon;4969529102;No;Basic;High School or Below;2011-09-02 00:00:00;Employed;F;62365;Suburban;Married;62;0;99;0;8;Corporate Auto;Corporate L2;Offer3;Branch;297,6;Four-Door Car;Medsize;;;
IZ37104;California;2267604038;No;Basic;Doctor;1/26/11;Unemployed;M;0;Suburban;Married;61;3;67;0;1;Personal Auto;Personal L2;Offer4;Call Center;292,8;Four-Door Car;Medsize;;;
BA66627;Nevada;3622940842;No;Basic;Bachelor;1/21/11;Employed;F;22220;Rural;Single;105;29;46;0;2;Personal Auto;Personal L3;Offer1;Branch;2245383;Sports Car;Medsize;;;
XZ54522;Nevada;881089555;No;Premium;Bachelor;2/25/11;Employed;F;76266;Rural;Single;110;24;88;1;3;Personal Auto;Personal L1;Offer1;Branch;155708627;Two-Door Car;Medsize;;;
VE46465;Oregon;4656488488;No;Extended;Master;1/26/11;Unemployed;M;0;Suburban;Married;128;6;37;1;1;Personal Auto;Personal L2;Offer1;Agent;1548310532;Sports Car;Medsize;;;
LD71221;Oregon;4318088108;No;Basic;Bachelor;1/31/11;Unemployed;F;0;Urban;Divorced;68;7;53;3;3;Personal Auto;Personal L3;Offer2;Branch;230109964;Two-Door Car;Medsize;;;
YB66933;Washington;5382752045;No;Basic;Bachelor;2/26/11;Employed;F;77552;Rural;Divorced;68;33;76;1;7;Corporate Auto;Corporate L3;Offer1;Call Center;45215059;Four-Door Car;Medsize;;;
EQ15944;Oregon;2953617963;No;Basic;Doctor;2/16/11;Employed;F;76474;Suburban;Married;74;4;79;2;1;Personal Auto;Personal L2;Offer4;Web;355,2;Four-Door Car;Small;;;
CR92272;Arizona;805156643;No;Basic;Doctor;1/16/11;Employed;F;57664;Urban;Married;100;21;48;0;7;Personal Auto;Personal L2;Offer1;Agent;34492729;SUV;Medsize;;;
JJ94311;Oregon;6627148927;No;Extended;Bachelor;2011-04-01 00:00:00;Employed;M;82377;Suburban;Married;83;28;19;0;7;Personal Auto;Personal L2;Offer3;Call Center;498335261;Four-Door Car;Small;;;
EO42272;California;1014841973;No;Basic;Bachelor;2011-11-01 00:00:00;Employed;F;44856;Suburban;Divorced;66;24;71;1;2;Corporate Auto;Corporate L3;Offer4;Branch;316,8;Four-Door Car;Small;;;
LA34671;Arizona;7628749434;No;Extended;College;2/13/11;Unemployed;M;0;Suburban;Single;77;17;65;0;2;Personal Auto;Personal L3;Offer1;Agent;369,6;Four-Door Car;Small;;;
ZF73834;California;2582408525;Yes;Basic;Bachelor;2/14/11;Employed;F;76731;Urban;Married;64;2;68;0;1;Personal Auto;Personal L3;Offer2;Agent;201455005;Four-Door Car;Medsize;;;
UM14135;Nevada;3265156348;Yes;Extended;Bachelor;1/26/11;Employed;F;25820;Suburban;Divorced;82;10;69;0;1;Personal Auto;Personal L1;Offer1;Agent;393,6;Four-Door Car;Medsize;;;
YA14448;Arizona;5996065073;No;Extended;College;2011-10-02 00:00:00;Unemployed;F;0;Suburban;Married;83;5;59;0;9;Personal Auto;Personal L2;Offer4;Branch;398,4;Four-Door Car;Medsize;;;
QL10321;California;5768830622;No;Basic;Doctor;2011-06-02 00:00:00;Employed;F;92509;Rural;Married;71;16;43;0;8;Personal Auto;Personal L2;Offer3;Agent;109296118;Four-Door Car;Medsize;;;
ZL17677;Washington;2148081781;No;Basic;Master;2011-10-02 00:00:00;Medical Leave;F;15505;Suburban;Married;68;24;2;0;2;Personal Auto;Personal L2;Offer2;Agent;383890867;Two-Door Car;Large;;;
WE57129;Washington;2891717971;No;Basic;Master;1/28/11;Employed;M;21979;Suburban;Married;73;7;86;0;1;Personal Auto;Personal L3;Offer2;Branch;518686584;Two-Door Car;Small;;;
SO57563;Arizona;7381914168;No;Extended;College;2011-03-02 00:00:00;Employed;M;54878;Rural;Married;96;5;11;3;9;Personal Auto;Personal L3;Offer3;Call Center;204953947;Four-Door Car;Medsize;;;
SO38188;Oregon;5308617246;No;Extended;Bachelor;1/24/11;Employed;M;40178;Suburban;Married;136;7;13;0;1;Special Auto;Special L2;Offer1;Agent;652,8;SUV;Medsize;;;
YD65161;California;291259798;No;Basic;Bachelor;1/18/11;Employed;F;65436;Rural;Married;73;14;55;0;1;Personal Auto;Personal L3;Offer4;Agent;40752864;Four-Door Car;Small;;;
QH12810;Oregon;1181447532;No;Basic;Bachelor;2011-03-01 00:00:00;Unemployed;F;0;Suburban;Single;106;1;38;0;2;Personal Auto;Personal L3;Offer2;Agent;763,2;SUV;Large;;;
OU81877;Oregon;4726963307;No;Basic;High School or Below;2011-09-01 00:00:00;Unemployed;M;0;Suburban;Married;64;10;16;0;6;Personal Auto;Personal L1;Offer4;Agent;307,2;Four-Door Car;Medsize;;;
CN49086;California;5073282126;Yes;Extended;Doctor;1/30/11;Employed;M;57709;Suburban;Married;125;10;26;0;1;Corporate Auto;Corporate L3;Offer2;Branch;600;SUV;Medsize;;;
BD53342;Washington;3096511217;Yes;Extended;College;2011-12-02 00:00:00;Employed;F;21604;Suburban;Divorced;79;14;28;0;1;Personal Auto;Personal L2;Offer1;Branch;379,2;Four-Door Car;Medsize;;;
FI75266;Oregon;7891584409;No;Basic;Bachelor;2011-02-01 00:00:00;Employed;M;28422;Suburban;Married;68;5;63;1;2;Corporate Auto;Corporate L1;Offer3;Agent;453909559;Four-Door Car;Large;;;
GH86762;California;1945440847;No;Extended;Bachelor;1/13/11;Employed;F;59853;Urban;Single;124;18;79;0;2;Special Auto;Special L2;Offer1;Web;570847354;SUV;Small;;;
HP55853;California;2233243946;Yes;Extended;College;2011-11-01 00:00:00;Employed;M;49078;Suburban;Single;97;10;3;0;2;Corporate Auto;Corporate L3;Offer2;Branch;484013411;Four-Door Car;Medsize;;;
WB43408;Oregon;4598235733;No;Basic;College;1/15/11;Employed;F;51523;Suburban;Married;116;11;20;0;1;Personal Auto;Personal L3;Offer4;Branch;738840818;SUV;Medsize;;;
MF41879;Oregon;8215388242;No;Basic;Doctor;2011-06-02 00:00:00;Unemployed;M;0;Suburban;Married;110;10;32;0;7;Personal Auto;Personal L2;Offer2;Web;601021286;SUV;Small;;;
YU21725;Washington;4903152748;No;Basic;High School or Below;2011-03-01 00:00:00;Unemployed;F;0;Suburban;Single;66;22;1;1;3;Corporate Auto;Corporate L3;Offer1;Agent;475,2;Four-Door Car;Medsize;;;
AY98473;Arizona;2418688247;No;Basic;College;2/15/11;Employed;F;32989;Suburban;Married;102;25;12;0;2;Personal Auto;Personal L3;Offer2;Web;489,6;SUV;Small;;;
TX34322;Oregon;2419306466;No;Basic;College;1/26/11;Unemployed;M;0;Suburban;Married;70;12;29;1;1;Personal Auto;Personal L1;Offer1;Call Center;336;Two-Door Car;Small;;;
AK61491;Oregon;2491317024;Yes;Basic;Doctor;1/29/11;Employed;M;36631;Rural;Divorced;62;30;77;0;1;Personal Auto;Personal L3;Offer1;Agent;67530904;Four-Door Car;Large;;;
XC32316;Arizona;9657579498;Yes;Extended;High School or Below;1/31/11;Unemployed;M;0;Suburban;Married;131;34;61;0;9;Corporate Auto;Corporate L1;Offer1;Agent;628,8;SUV;Medsize;;;
WN59735;California;2621116054;No;Basic;College;1/17/11;Employed;F;26477;Rural;Married;66;18;37;0;1;Personal Auto;Personal L1;Offer2;Branch;144987956;Four-Door Car;Medsize;;;
WW99844;Oregon;4944088762;No;Basic;High School or Below;2011-07-02 00:00:00;Employed;F;53607;Rural;Married;61;4;18;0;9;Personal Auto;Personal L2;Offer3;Web;93891207;Four-Door Car;Medsize;;;
YG38576;Arizona;5206761563;No;Basic;College;1/27/11;Medical Leave;M;21594;Suburban;Married;71;16;23;3;3;Personal Auto;Personal L2;Offer4;Agent;340,8;Four-Door Car;Small;;;
AT62618;Oregon;6109135438;No;Extended;Bachelor;2011-11-02 00:00:00;Unemployed;F;0;Suburban;Single;85;25;24;0;6;Personal Auto;Personal L2;Offer2;Web;612;Four-Door Car;Medsize;;;
EE48429;Nevada;2601468833;No;Basic;High School or Below;1/28/11;Employed;F;80584;Suburban;Divorced;65;33;17;0;1;Personal Auto;Personal L2;Offer4;Branch;312;Two-Door Car;Small;;;
SX95355;Oregon;5849486464;No;Basic;Bachelor;2/27/11;Employed;F;67511;Suburban;Married;73;3;5;0;8;Personal Auto;Personal L3;Offer3;Call Center;350,4;Four-Door Car;Small;;;
